Scraped At,Top Section,Subcategory,Product Name,Brand (heuristic/listing),Price,Original Price,Discount,Rating (listing),Rating (detail),Reviews Count (listing),Reviews Count (detail),Target Audience,Availability,Seller,Product URL,Image URL (listing),Image URLs (detail),Short Description,Full Description,Breadcrumb,Page
2026-06-01 12:42:07,Women's Clothing,(All),AKIR ADVISORY INDIA LLP Women Cotton Blend Printed Oversized Fit Round Neck T-Shirt ( Black ),AKIR,Rs. 255,Rs. 599,57% Off,(818),4.2,818,0,Female,In Stock,,https://www.snapdeal.com/product/akir-advisory-india-llp-women/5764608172814660152,,"https://g.sdlcdn.com/imgs/l/e/e/AKIR-ADVISORY-INDIA-LLP-Women-SDL173422500-1-5bb4a.jpeg, https://g.sdlcdn.com/imgs/l/e/e/AKIR-ADVISORY-INDIA-LLP-Women-SDL173422500-2-e2e4e.jpeg",,"AKIR ADVISORY INDIA LLP
Fabric:Cotton Blend
Pattern:Printed
Fit:Oversized Fit
Neck Shape:Round Neck
Pattern or Print Type:Graphic
Product Length:Medium
Sleeves Length:3/4th Sleeves
Pack:Pack of 1
Color:Black
No. of Items inside:1
Size:L
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL173422500",,1
2026-06-01 12:42:11,Women's Clothing,(All),SHIVAAYFEBRICS Women's Art Silk Unstitched Straight Cut Lehenga Choli,SHIVAAYFEBRICS,Rs. 701,"Rs. 3,999",82% Off,(43),3.7,43,0,Female,In Stock,,https://www.snapdeal.com/product/shivaayfebrics-womens-art-silk-unstitched/630060988277,,"https://g.sdlcdn.com/imgs/l/h/4/SHIVAAYFEBRICS-Women-s-Art-Silk-SDL796623389-1-30af4.jpg, https://g.sdlcdn.com/imgs/l/h/4/SHIVAAYFEBRICS-Women-s-Art-Silk-SDL796623389-2-99787.jpg, https://g.sdlcdn.com/imgs/l/h/4/SHIVAAYFEBRICS-Women-s-Art-Silk-SDL796623389-3-443c7.jpg, https://g.sdlcdn.com/imgs/l/h/4/SHIVAAYFEBRICS-Women-s-Art-Silk-SDL796623389-4-455d4.jpg, https://g.sdlcdn.com/imgs/l/h/4/SHIVAAYFEBRICS-Women-s-Art-Silk-SDL796623389-5-ab429.jpg",,"SHIVAAYFEBRICS
Fabric:Art Silk
Choli Fabric:Art Silk
Dupatta Fabric:Silk
Choli Sleeve:Unstitched
Color:White
Product Weight (in kg):0.5
Lehenga Length (in cm):140
Top Length (in metre):0.8
Dupatta Length (in metre):2.25
Set Contents:With Dupatta
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Size:Free Size
Type:Unstitched
Style:Straight Cut
SUPC: SDL796623389",,1
2026-06-01 12:42:16,Women's Clothing,(All),Kumbhaj White Viscose Women's A-Line Skirt ( Pack of 1 ),Kumbhaj,Rs. 318,Rs. 999,68% Off,(15),4.2,15,0,Female,In Stock,,https://www.snapdeal.com/product/kumbhaj-white-viscose-womens-aline/658102412838,,"https://g.sdlcdn.com/imgs/k/6/b/Kumbhaj-White-Viscose-Women-s-SDL695489976-1-0f40f.jpg, https://g.sdlcdn.com/imgs/k/6/b/Kumbhaj-White-Viscose-Women-s-SDL695489976-2-6205c.jpg, https://g.sdlcdn.com/imgs/k/6/b/Kumbhaj-White-Viscose-Women-s-SDL695489976-3-c0f85.jpg",,"Kumbhaj
Fabric:Viscose
Type:A-Line Skirt
Product Length:Maxi
Pattern or Print Type:Ethnic
Pattern:Embroidered
Pack:Pack of 1
Size:Free Size
Color:White
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL695489976",,1
2026-06-01 12:42:21,Women's Clothing,(All),yashiv Black Viscose Women's Flared Skirt ( Pack of 1 ),yashiv,Rs. 308,Rs. 999,69% Off,(16),3.7,16,0,Female,In Stock,,https://www.snapdeal.com/product/yashiv-black-viscose-womens-flared/684763049671,,"https://g.sdlcdn.com/imgs/k/6/d/yashiv-Black-Viscose-Women-s-SDL077843479-1-9409d.jpg, https://g.sdlcdn.com/imgs/k/6/d/yashiv-Black-Viscose-Women-s-SDL077843479-2-52c1b.jpg",,"yashiv
Fabric:Viscose
Type:Flared Skirt
Product Length:Maxi
Pattern or Print Type:Ethnic
Pattern:Printed
Pack:Pack of 1
Size:Free Size
Color:Black
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL077843479",,1
2026-06-01 12:42:27,Women's Clothing,(All),MORMILAN Silk Woven Design Banarasi saree With Unstitched Blouse Piece ( Orange ),MORMILAN,Rs. 387,"Rs. 1,999",81% Off,(135),3.5,135,0,Unspecified,In Stock,,https://www.snapdeal.com/product/mormilan-silk-woven-design-banarasi/5188147447658739692,,"https://g.sdlcdn.com/imgs/l/m/f/MORMILAN-Silk-Woven-Design-Banarasi-SDL897851367-1-9d3cb.png, https://g.sdlcdn.com/imgs/l/m/f/MORMILAN-Silk-Woven-Design-Banarasi-SDL897851367-2-5b564.jpg",,"MORMILAN
Fabric:Silk
Pattern:Woven Design
Pattern or Print Type:Zari Work
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Silk
Saree Type:Regular Saree
Border Specific:Embellished
Color:Pink
Saree Length(in metre):5.5
Product Weight (in kg):0.4
Saree width(in metre):1.1
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
Blouse Pattern:Embellished
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Type:Banarasi saree
SUPC: SDL897851367",,1
2026-06-01 12:42:31,Women's Clothing,(All),xyro Women Cotton Blend Nightwear Set of 2 ( 1 Short ),xyro,Rs. 303,"Rs. 2,999",90% Off,(86),4.3,86,0,Female,In Stock,,https://www.snapdeal.com/product/xyro-women-cotton-blend-nightwear/661779475170,,"https://g.sdlcdn.com/imgs/l/h/4/xyro-Women-Cotton-Blend-Nightwear-SDL163914551-1-1aa95.png, https://g.sdlcdn.com/imgs/l/h/4/xyro-Women-Cotton-Blend-Nightwear-SDL163914551-2-45ac6.png, https://g.sdlcdn.com/imgs/l/h/4/xyro-Women-Cotton-Blend-Nightwear-SDL163914551-3-93206.png, https://g.sdlcdn.com/imgs/l/h/4/xyro-Women-Cotton-Blend-Nightwear-SDL163914551-4-f092e.png, https://g.sdlcdn.com/imgs/l/h/4/xyro-Women-Cotton-Blend-Nightwear-SDL163914551-5-982bd.png",,"xyro
Color:Multi Color
Fabric:Cotton Blend
Neck Shape:Shoulder Straps
Pack:Pack of 1
Pattern:Striped
Pattern or Print Type:Digital Printed
Set Content:1 Short
Size:S
SUPC: SDL163914551",,1
2026-06-01 12:42:35,Women's Clothing,(All),"ROKONIC® Bra Cups Pad for Women Round Cotton Cup Bra Pads Blouse Cups Pads(Black,Skin,White) Pack of 3",ROKONIC®,Rs. 142,Rs. 499,72% Off,(49),4.1,49,0,Female,In Stock,,https://www.snapdeal.com/product/rokonic-bra-cups-pad-for/667290838573,,"https://g.sdlcdn.com/imgs/k/0/k/ROKONIC-Bra-Cups-Pad-for-SDL568725334-1-24c49.jpg, https://g.sdlcdn.com/imgs/k/0/k/ROKONIC-Bra-Cups-Pad-for-SDL568725334-2-27cb5.jpeg",,"ROKONIC
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL568725334",,1
2026-06-01 12:42:38,Women's Clothing,(All),NATVAR STUDIO Georgette Embellished Regular Saree With Unstitched Blouse Piece ( Purple ),NATVAR,Rs. 424,"Rs. 2,999",86% Off,(97),4.0,97,0,Unspecified,In Stock,,https://www.snapdeal.com/product/natvar-studio-georgette-embellished-regular/6917529654208154469,,"https://g.sdlcdn.com/imgs/l/d/8/NATVAR-STUDIO-Georgette-Embellished-Regular-SDL799857042-1-1d832.jpeg, https://g.sdlcdn.com/imgs/l/d/8/NATVAR-STUDIO-Georgette-Embellished-Regular-SDL799857042-2-50d9e.jpeg",,"NATVAR STUDIO
Fabric:Georgette
Pattern:Embellished
Pattern or Print Type:Tie & Dye
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Georgette
Blouse Color:Purple
Saree Type:Regular Saree
Border Specific:Stone work
Color:Purple
Saree Length(in metre):5.5
Product Weight (in kg):0.4
Saree width(in metre):1.5
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
Blouse Pattern:Embellished
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Brand Color:purple
Type:Regular Saree
SUPC: SDL799857042",,1
2026-06-01 12:42:42,Women's Clothing,(All),"fashion bazaar Women Lycra Printed Palazzos ( Black,Maroon,Navy Blue )",fashion,Rs. 400,Rs. 999,60% Off,(57),4.1,57,0,Female,In Stock,,https://www.snapdeal.com/product/fashion-bazaar-women-lycra-printed/667398586668,,"https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-1-1c43f.png, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-2-644a8.png, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-3-09e9e.png, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-4-4cbd8.png, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-5-f455b.png, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-6-d0cdb.jpg, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-7-17bd8.jpg, https://g.sdlcdn.com/imgs/l/l/y/fashion-bazaar-Women-Lycra-Printed-SDL154026682-8-29700.png",,"fashion bazaar
Fabric:Lycra
Pattern:Printed
Color:Black,Maroon,Navy Blue
Fit:Wide leg
Waist Rise:Mid-Rise
Closure Type:Elasticated Band
Pack:Pack of 3
Pattern or Print Type:Floral
Style Code/Name:P09
Product Length:Floor Length
Pattern Coverage:All Over
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL154026682",,1
2026-06-01 12:42:45,Women's Clothing,(All),HIFLI Net Embroidered Banarasi saree With Unstitched Blouse Piece ( Pink ),HIFLI,Rs. 421,"Rs. 1,999",79% Off,(238),4.1,238,0,Unspecified,In Stock,,https://www.snapdeal.com/product/hifli-net-embroidered-banarasi-saree/4899917014193839582,,"https://g.sdlcdn.com/imgs/l/d/4/HIFLI-Net-Embroidered-Banarasi-saree-SDL752603243-1-1e479.jpeg, https://g.sdlcdn.com/imgs/l/k/a/HIFLI-Net-Embroidered-Banarasi-saree-SDL752603243-2-13595.png",,"HIFLI
Fabric:Net
Pattern:Embroidered
Pattern or Print Type:Thread Work
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Bangalore Silk
Blouse Color:Pink
Saree Type:Regular Saree
Border Specific:Lace
Color:Pink
Saree Length(in metre):5.5
Product Weight (in kg):0.2
Saree width(in metre):5.5
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
Blouse Pattern:Plain
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Brand Color:PINK
Style Code/Name:NET SAREE PINK
Type:Banarasi saree
SUPC: SDL752603243",,1
2026-06-01 12:42:48,Women's Clothing,(All),JAYU Georgette Striped Bandhani Sarees With Unstitched Blouse Piece ( Multicolor ),JAYU,Rs. 439,"Rs. 3,999",89% Off,(59),4.4,59,0,Unspecified,In Stock,,https://www.snapdeal.com/product/jayu-georgette-striped-bandhani-sarees/642827213804,,"https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-1-b8de2.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-2-992f4.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-3-9022e.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-4-3ddaf.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-5-7a2d9.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-6-e679c.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-7-80415.png, https://g.sdlcdn.com/imgs/l/j/z/JAYU-Georgette-Striped-Bandhani-Sarees-SDL549147487-8-e711f.png",,"JAYU
Fabric:Georgette
Pattern:Striped
Pattern or Print Type:Geometric
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Bangalore Silk
Blouse Color:Pink
Saree Type:Regular Saree
Border Specific:Embroidered
Color:Multicolor
Saree Length(in metre):20
Product Weight (in kg):0.2
Saree width(in metre):16
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
Blouse Pattern:Self Design
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Type:Bandhani Sarees
SUPC: SDL549147487",,1
2026-06-01 12:42:51,Women's Clothing,(All),Darling blush Red Nylon Women Baby Doll Dress With Panty,Darling,Rs. 355,Rs. 899,61% Off,(11),3.5,11,0,Female,In Stock,,https://www.snapdeal.com/product/darling-blush-red-nylon-women/672001451940,,"https://g.sdlcdn.com/imgs/l/j/e/Darling-blush-Red-Nylon-Women-SDL690496858-1-d6fcf.jpeg, https://g.sdlcdn.com/imgs/l/j/e/Darling-blush-Red-Nylon-Women-SDL690496858-2-b270d.jpeg",,"Darling blush
Color:Red
Fabric:Nylon
Pack:Pack of 4
Pattern:Solid
Size:Free Size
Style Code/Name:Police2
Type:Baby Doll Dress With Panty
SUPC: SDL690496858",,1
2026-06-01 12:42:54,Women's Clothing,(All),Gazal Fashions Banarasi Silk Woven Saree With Unstitched Blouse Piece ( Maroon ),Gazal,Rs. 391,"Rs. 2,500",84% Off,(543),3.9,543,0,Unspecified,In Stock,,https://www.snapdeal.com/product/gazal-fashions-banarasi-silk-woven/7493990458912803496,,"https://g.sdlcdn.com/imgs/k/5/l/Gazal-Fashions-Banarasi-Silk-Woven-SDL589522548-1-ec8e1.jpeg, https://g.sdlcdn.com/imgs/k/2/u/Gazal-Fashions-Banarasi-Silk-Woven-SDL589522548-1-01ad1.jpg, https://g.sdlcdn.com/imgs/k/5/l/Gazal-Fashions-Banarasi-Silk-Woven-SDL589522548-3-be6cf.jpeg, https://g.sdlcdn.com/imgs/k/5/l/Gazal-Fashions-Banarasi-Silk-Woven-SDL589522548-4-a2958.jpg",,"Gazal Fashions
Fabric:Banarasi Silk
Pattern:Woven
Pattern or Print Type:Zari Work
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Banarasi Silk
Saree Type:Regular Saree
Border Specific:Woven Design
Color:Maroon
Saree Length(in metre):5.5
Product Weight (in kg):0.35
Saree width(in metre):1.2
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
Blouse Pattern:Self Design
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL589522548",,1
2026-06-01 12:42:57,Women's Clothing,(All),Kumbhaj Maroon Viscose Women's A-Line Skirt ( Pack of 1 ),Kumbhaj,Rs. 318,Rs. 999,68% Off,(31),4.1,31,0,Female,In Stock,,https://www.snapdeal.com/product/kumbhaj-maroon-viscose-womens-aline/656894403849,,"https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Maroon-Viscose-Women-s-SDL621558556-1-23174.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Maroon-Viscose-Women-s-SDL621558556-2-f8c9f.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Maroon-Viscose-Women-s-SDL621558556-3-f77f8.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Maroon-Viscose-Women-s-SDL621558556-4-fd3c6.jpg",,"Kumbhaj
Fabric:Viscose
Type:A-Line Skirt
Product Length:Maxi
Pattern or Print Type:Ethnic
Pattern:Printed
Pack:Pack of 1
Size:Free Size
Color:Maroon
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL621558556",,1
2026-06-01 12:42:59,Women's Clothing,(All),"Amidhara Lycra Petticoat ( Fluorescent Green , Pack of 1 )",Amidhara,Rs. 215,Rs. 599,64% Off,(14),4.1,14,0,Unspecified,In Stock,,https://www.snapdeal.com/product/amidhara-lycra-petticoat-black-pack/6629299312830490096,,"https://g.sdlcdn.com/imgs/l/j/e/Amidhara-Lycra-Petticoat-Fluorescent-Green-SDL222699099-1-0505a.jpg, https://g.sdlcdn.com/imgs/l/j/e/Amidhara-Lycra-Petticoat-Fluorescent-Green-SDL222699099-2-a6c27.jpg, https://g.sdlcdn.com/imgs/l/j/e/Amidhara-Lycra-Petticoat-Fluorescent-Green-SDL222699099-3-cf5d8.jpg",,"Amidhara
Fabric:Lycra
Color:Pink
Petticoat Length (in metre):39
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Style Code/Name:555
Size:34
Pack:Pack of 1
SUPC: SDL222699099",,1
2026-06-01 12:43:02,Women's Clothing,(All),New Trend Collection Women's Bootcut High-Rise Jeans ( Blue ),New,Rs. 517,Rs. 999,48% Off,(72),3.7,72,0,Female,In Stock,,https://www.snapdeal.com/product/new-trend-collection-womens-bootcut/665516361327,,"https://g.sdlcdn.com/imgs/l/h/k/New-Trend-Collection-Women-s-SDL613702660-1-98043.jpg, https://g.sdlcdn.com/imgs/l/h/k/New-Trend-Collection-Women-s-SDL613702660-2-468f5.jpg, https://g.sdlcdn.com/imgs/l/h/k/New-Trend-Collection-Women-s-SDL613702660-3-cb098.jpg, https://g.sdlcdn.com/imgs/l/h/k/New-Trend-Collection-Women-s-SDL613702660-4-ab4bf.jpg",,"New Trend Collection
Fabric:Denim
Color:Blue
Fit:Bootcut
Stretch:Stretchable
Waist Rise:High-Rise
Pack:Pack of 1
Size:34
Style Code/Name:BOOT LEG C_SKY
SUPC: SDL613702660",,1
2026-06-01 12:43:05,Women's Clothing,(All),Shop To Shop Women's Cotton Shirt Style Top ( Pink ),Shop,Rs. 304,Rs. 999,70% Off,(50),3.7,50,0,Female,In Stock,,https://www.snapdeal.com/product/shop-to-shop-womens-cotton/624485959106,,"https://g.sdlcdn.com/imgs/l/k/l/Shop-To-Shop-Women-s-SDL203388124-1-2b8f7.png, https://g.sdlcdn.com/imgs/l/m/x/Shop-To-Shop-Women-s-SDL203388124-2-53e8d.png, https://g.sdlcdn.com/imgs/l/k/l/Shop-To-Shop-Women-s-SDL203388124-3-0a31c.png, https://g.sdlcdn.com/imgs/l/k/l/Shop-To-Shop-Women-s-SDL203388124-2-10054.png, https://g.sdlcdn.com/imgs/l/k/l/Shop-To-Shop-Women-s-SDL203388124-4-dab34.png",,"Shop To Shop
Color:Pink
Fabric:Cotton
Sleeves Length:Half Sleeves
Neck Shape:U-Neck
Sleeves Type:Balloon Sleeves
Pattern or Print Type:Solid
Fit:Regular
Pack:Pack of 1
Product Length:Regular
Size:L
Style:Shirt Style Top
No. of Items inside:01
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL203388124",,1
2026-06-01 12:43:08,Women's Clothing,(All),AKIR ADVISORY INDIA LLP Women Cotton Blend Printed Oversized Fit Round Neck T-Shirt ( White ),AKIR,Rs. 265,Rs. 699,62% Off,(144),3.8,144,0,Female,In Stock,,https://www.snapdeal.com/product/akir-advisory-india-llp-women/637825866010,,"https://g.sdlcdn.com/imgs/l/d/7/AKIR-ADVISORY-INDIA-LLP-Women-SDL798194930-1-f7cce.jpeg, https://g.sdlcdn.com/imgs/l/d/7/AKIR-ADVISORY-INDIA-LLP-Women-SDL798194930-2-f41ab.jpeg, https://g.sdlcdn.com/imgs/l/d/7/AKIR-ADVISORY-INDIA-LLP-Women-SDL798194930-3-a4198.jpeg, https://g.sdlcdn.com/imgs/l/d/7/AKIR-ADVISORY-INDIA-LLP-Women-SDL798194930-4-96ed3.jpeg, https://g.sdlcdn.com/imgs/l/d/7/AKIR-ADVISORY-INDIA-LLP-Women-SDL798194930-5-3250e.jpeg",,"AKIR ADVISORY INDIA LLP
Fabric:Cotton Blend
Pattern:Printed
Fit:Oversized Fit
Neck Shape:Round Neck
Pattern or Print Type:Graphic
Product Length:Medium
Sleeves Length:3/4th Sleeves
Pack:Pack of 1
Color:White
No. of Items inside:1
Size:M
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL798194930",,1
2026-06-01 12:43:11,Women's Clothing,(All),PuriMaa Black Organza Circular Semi Stitched Lehenga,PuriMaa,Rs. 793,"Rs. 2,899",73% Off,(83),3.7,83,0,Unspecified,In Stock,,https://www.snapdeal.com/product/purimaa-blue-organza-circular-semi/8070451194102762685,,"https://g.sdlcdn.com/imgs/k/4/7/PuriMaa-Black-Organza-Circular-Semi-SDL994821252-1-db034.jpg, https://g.sdlcdn.com/imgs/k/4/7/PuriMaa-Black-Organza-Circular-Semi-SDL994821252-2-3ab81.jpg",,"Fabric:Organza
Choli Fabric:Organza
Dupatta Fabric:Organza
Work:Printed
Choli Sleeve:Unstitched
Color:Black
Neck:Unstitched
Product Weight (in kg):0.45
Recommended Fabric Care:Hand Wash
Lehenga Length (in cm):40
Top Length (in metre):1
Dupatta Length (in metre):2.2
Set Contents:With Dupatta
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Style Code/Name:660 COCA BLK MRN
SUPC: SDL994821252",,1
2026-06-01 12:43:15,Women's Clothing,(All),ANAND SAREES Georgette Printed Regular Saree With Unstitched Blouse Piece ( Blue ),ANAND,Rs. 336,"Rs. 1,299",74% Off,(167),3.9,167,0,Unspecified,In Stock,,https://www.snapdeal.com/product/anand-sarees-georgette-printed-regular/6917529651655296476,,"https://g.sdlcdn.com/imgs/l/b/7/ANAND-SAREES-Georgette-Printed-Regular-SDL281548375-1-a39dc.jpg, https://g.sdlcdn.com/imgs/l/b/7/ANAND-SAREES-Georgette-Printed-Regular-SDL281548375-2-70bbf.jpg, https://g.sdlcdn.com/imgs/l/b/7/ANAND-SAREES-Georgette-Printed-Regular-SDL281548375-3-ebc51.jpg, https://g.sdlcdn.com/imgs/l/b/7/ANAND-SAREES-Georgette-Printed-Regular-SDL281548375-4-9436f.jpg",,"ANAND SAREES
Fabric:Georgette
Pattern:Printed
Pattern or Print Type:Birds
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Georgette
Blouse Color:Blue
Saree Type:Regular Saree
Border Specific:Printed
Color:Blue
Saree Length(in metre):5.25
Product Weight (in kg):0.355
Saree width(in metre):1.12
Blouse Piece Length (in meter):0.75
Pack:Pack of 1
Blouse Pattern:Printed
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Brand Color:Blue
Style Code/Name:GK_1859_1
Type:Regular Saree
SUPC: SDL281548375",,1
2026-06-01 12:43:17,Women's Clothing,(All),The Dry State - Blue Cotton Blend Regular Fit Women's Jumpsuit ( Pack of 1 ),The,Rs. 477,"Rs. 1,999",76% Off,(47),3.9,47,0,Female,In Stock,,https://www.snapdeal.com/product/the-dry-state-blue-cotton/680866963129,,"https://g.sdlcdn.com/imgs/k/m/6/The-Dry-State-Blue-Cotton-SDL925846621-1-80407.jpg, https://g.sdlcdn.com/imgs/k/m/6/The-Dry-State-Blue-Cotton-SDL925846621-2-8e571.jpg, https://g.sdlcdn.com/imgs/k/m/6/The-Dry-State-Blue-Cotton-SDL925846621-3-bf15a.jpg, https://g.sdlcdn.com/imgs/k/m/6/The-Dry-State-Blue-Cotton-SDL925846621-4-2645b.jpg, https://g.sdlcdn.com/imgs/k/m/6/The-Dry-State-Blue-Cotton-SDL925846621-5-f4dcb.jpg",,"The Dry State
Fabric:Cotton Blend
Back Type:Regular
Sleeves Length:Half Sleeves
Shop By Occasion:Casual
Fit Type:Regular Fit
Neck Shape:Shirt Collar
Pattern:Solid
Pattern Coverage:All Over
Pattern or Print Type:Solid
Product Length:Ankle Length
Secondary Color:Blue
Sleeves Type:Rollup Sleeves
Type:Basic Jumpsuit
Color:Blue
Wash Care:Machine Wash
Weave Type:Knitted
Pack:Pack of 1
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL925846621",,1
2026-06-01 12:43:20,Women's Clothing,(All),Frion Kandy Multi Color Cotton Women's Wrap Skirt ( Pack of 1 ),Frion,Rs. 311,"Rs. 1,499",79% Off,(11),4.3,11,0,Female,In Stock,,https://www.snapdeal.com/product/frion-kandy-multi-color-cotton/673422074881,,https://g.sdlcdn.com/imgs/l/i/o/Frion-Kandy-Multi-Color-Cotton-SDL279284725-1-6da96.jpeg,,"Frion Kandy
Fabric:Cotton
Type:Wrap Skirt
Product Length:Maxi
Number of Pocket:1
Pattern or Print Type:Floral
Pattern:Printed
Pack:Pack of 1
Belt:With Belt
Size:Free Size
Color:Multi Color
Waist Rise:High-Rise
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL279284725",,1
